name,country,color,sugar,volume,manufacturer,region,grape,year,price

Nuits-Saint-Georges Premier Cru Les Pruliers,Франция,красное,сухое,0.75 л.,Domaine Jean Grivot,Бургундия,пино нуар 100%,2019 г.,49 990

Le Bordeaux de Citran Rose,Франция,розовое,сухое,0.75 л.,Chateau Citran,Бордо,каберне совиньон&мерло,2020 г.,1 990

Le Bordeaux de Citran Rose,Франция,розовое,сухое,0.75 л.,Chateau Citran,Бордо,каберне совиньон&мерло,2021 г.,1 990

Chianti Classico Gran Selezione San Lorenzo в подарочной упаковке,Италия,красное,сухое,0.75 л.,Castello di Ama,Тоскана,санджовезе&мерло&мальвазия нера,2018 г.,13 490

Chianti Classico Gran Selezione San Lorenzo в подарочной упаковке,Италия,красное,сухое,0.75 л.,Castello di Ama,Тоскана,санджовезе 80%&мерло&мальвазия нера,2017 г.,13 490

Le Bordeaux de Citran Rouge,Франция,красное,сухое,0.375 л.,Chateau Citran,Бордо,мерло&каберне совиньон,2019 г.,1 120

Chardonnay La Rinconada Vineyard,Соединенные Штаты Америки,белое,сухое,0.75 л.,Tyler,Калифорния,шардоне 100%,2018 г.,16 490

Moulin des Costes Charriage,Франция,красное,сухое,0.75 л.,Domaines Bunan,Прованс,мурведр 98%&сира 2%,2017 г.,12 490

Moulin des Costes Charriage,Франция,красное,сухое,0.75 л.,Domaines Bunan,Прованс,мурведр 98%&сира 2%,2019 г.,12 490

Moulin des Costes Charriage,Франция,красное,сухое,0.75 л.,Domaines Bunan,Прованс,мурведр 98%&сира 2%,2018 г.,12 490

Moulin des Costes Charriage,Франция,красное,сухое,0.75 л.,Domaines Bunan,Прованс,мурведр&сира,2014 г.,12 490

Barolo Ornato в подарочной упаковке,Италия,красное,сухое,0.75 л.,Pio Cesare,Пьемонт,неббиоло 100%,2018 г.,27 490

Boggina C,Италия,красное,сухое,0.75 л.,Petrolo,Тоскана,санджовезе 100%,2015 г.,12 990

Sherazade,Италия,красное,сухое,0.375 л.,Donnafugata,Сицилия,неро д авола 100%,2017 г.,2 490

Chateau Talbot,Франция,красное,сухое,1.5 л.,Chateau Talbot,Бордо,каберне совиньон&мерло&пти вердо,1996 г.,84 990

Chateau Talbot,Франция,красное,сухое,1.5 л.,Chateau Talbot,Бордо,каберне совиньон&мерло&пти вердо,1995 г.,87 490

Chateau Talbot,Франция,красное,сухое,1.5 л.,Chateau Talbot,Бордо,каберне совиньон&мерло&пти вердо,1999 г.,71 490

Pinot Noir,Новая Зеландия,красное,сухое,0.75 л.,Matua,Мальборо,пино нуар 100%,2020 г.,3 190

Sommerpalais Riesling,Германия,белое,полусухое,0.75 л.,Reichsgraf von Kesselstatt,Мозель,рислинг 100%,2019 г.,2 990

Sommerpalais Riesling,Германия,белое,полусухое,0.75 л.,Reichsgraf von Kesselstatt,Мозель,рислинг 100%,2020 г.,2 990

Gevrey-Chambertin Clos Tamisot,Франция,красное,сухое,0.75 л.,Domaine Pierre Damoy,Бургундия,пино нуар 100%,2017 г.,44 990

Chateau La Lagune,Франция,красное,сухое,1.5 л.,Chateau La Lagune,Бордо,каберне совиньон&мерло&пти вердо,2003 г.,44 990

Vitovska,Италия,белое,сухое,0.75 л.,Vodopivec,Фриули-Венеция-Джулия,витовска 100%,2016 г.,12 490

Vitovska,Италия,белое,сухое,0.75 л.,Vodopivec,Фриули-Венеция-Джулия,витовска 100%,2017 г.,12 490

Justice,Франция,белое,сухое,0.75 л.,Domaine de Belle Vue,Долина Луары,шардоне 100%,,8 290

Merlot,Италия,красное,сухое,0.75 л.,Canti,Сицилия,мерло 100%,2020 г.,1 490

Furore Bianco,Италия,белое,сухое,0.75 л.,Marisa Cuomo,Кампания,фалангина 60%&бьянколлела 40%,2019 г.,6 290

Meursault Clos des Ambres,Франция,белое,сухое,0.75 л.,Domaine Arnaud Ente,Бургундия,шардоне 100%,2015 г.,129 990

Meursault Clos des Ambres,Франция,белое,сухое,0.75 л.,Domaine Arnaud Ente,Бургундия,шардоне 100%,2016 г.,124 990

Chinon Blanc,Франция,белое,сухое,0.75 л.,Domaine Bernard Baudry,Долина Луары,шенен блан,2018 г.,5 240

Bourgogne Pinot Noir,Франция,красное,сухое,0.75 л.,Francois Carillon,Бургундия,пино нуар 100%,2019 г.,5 490

Langhe Nebbiolo Il Favot,Италия,красное,сухое,0.75 л.,Aldo Conterno,Пьемонт,неббиоло 100%,2015 г.,12 990

Grignolino d’Asti,Италия,красное,сухое,0.75 л.,Agricola Crivelli,Пьемонт,гриньолино 100%,2019 г.,4 690

Malleolus de Sanchomartin,Испания,красное,сухое,0.75 л.,Emilio Moro,Кастилия и Леон,тинто фино 100%,2019 г.,37 490

Aratashen Kangun Colombar,Армения,белое,сухое,0.75 л.,Armenia Wine,Арагацотн,кангун&коломбар,2023 г.,1 240

Aratashen Kangun Colombar,Армения,белое,сухое,0.75 л.,Armenia Wine,Арагацотн,кангун&коломбар,2023 г.,1 240

Savigny-les-Beaune aux Grands Liards,Франция,красное,сухое,0.75 л.,Simon Bize & Fils,Бургундия,пино нуар 100%,2014 г.,12 990

Savigny-les-Beaune aux Grands Liards,Франция,красное,сухое,0.75 л.,Simon Bize & Fils,Бургундия,пино нуар 100%,2017 г.,12 490

Chateau Marjosse,Франция,белое,сухое,0.75 л.,Chateau Marjosse,Бордо,совиньон блан&семильон&совиньон гри&мюскадель,2017 г.,3 190

Chateau Marjosse Blanc ,Франция,белое,сухое,0.75 л.,Chateau Marjosse,Бордо,совиньон блан&семильон&совиньон гри&мюскадель,2018 г.,3 190

Cantos del Diablo,Испания,красное,сухое,0.75 л.,Daniel Landi,Кастилия Ла Манча,гарнача 100%,2018 г.,19 490

Cantos del Diablo,Испания,красное,сухое,0.75 л.,Daniel Landi,Кастилия Ла Манча,гарнача 100%,2019 г.,19 490

Pinotage The Winemasters,Южная Африка,красное,полусухое,0.75 л.,Nederburg,Вестерн Кейп,пинотаж,2019 г.,1 490

Амфитрион Каберне Фран/Каберне Совиньон,Россия,красное,сухое,0.75 л.,Лефкадия,Кубань,каберне фран&каберне совиньон,2019 г.,590

Post Scriptum de Chryseia,Португалия,красное,сухое,0.75 л.,Prats & Symington,Дору,турига насьональ&турига франка&тинта рориш,2019 г.,4 810

Fortius Rosado,Испания,розовое,сухое,0.75 л.,Fortius,Наварра,темпранильо&каберне совиньон&мерло,2021 г.,1 240

Chateau Nenin,Франция,красное,сухое,0.375 л.,Chateau Nenin,Бордо,мерло 68%&каберне фран 32%,2014 г.,8 490

Chateau Beaumont,Франция,красное,сухое,0.375 л.,Chateau Beaumont,Бордо,каберне совиньон 50%&мерло 47%&пти вердо 3%,2016 г.,2 490

Cabernet Sauvignon Tributo,Чили,красное,сухое,0.75 л.,Caliterra,Центральная Долина,каберне совиньон,2018 г.,2 950

Clos de Vougeot Grand Cru,Франция,красное,сухое,0.75 л.,Joseph Drouhin,Бургундия,пино нуар 100%,1990 г.,164 990

Quimera,Аргентина,красное,сухое,0.75 л.,Achaval Ferrer,Мендоса,мальбек&каберне совиньон&мерло&каберне фран,2017 г.,7 490

Solo,Италия,белое,сухое,0.75 л.,Vodopivec,Фриули-Венеция-Джулия,витовска 100%,2016 г.,14 990

Chateau Cantemerle,Франция,красное,сухое,1.5 л.,Chateau Cantemerle,Бордо,каберне совиньон 68%&мерло 25%&пти вердо 7%,2004 г.,27 490

Amarone della Valpolicella Classico в подарочной упаковке,Италия,красное,полусухое,1.5 л.,Domini Veneti,Венето,корвина веронезе&корвиноне&рондинелла,2018 г.,19 990

Amarone della Valpolicella Classico в подарочной упаковке,Италия,красное,полусухое,1.5 л.,Domini Veneti,Венето,корвина веронезе&корвиноне&рондинелла,2019 г.,19 990

Monthelie Premier Cru,Франция,красное,сухое,0.75 л.,Domaine Hubert Lignier,Бургундия,пино нуар 100%,2020 г.,16 490

Pommard Premier Cru Les Rugiens,Франция,красное,сухое,0.75 л.,Domaine Jean-Marc & Thomas Bouley,Бургундия,пино нуар 100%,2017 г.,41 490

Meursault-Blagny Premier Cru La Piece Sous le Bois,Франция,белое,сухое,0.75 л.,Domaine Comtesse de Cherisey,Бургундия,шардоне 100%,2017 г.,28 490

Cahors Les Terrasses Malbec,Франция,красное,сухое,0.75 л.,Rigal,Юго-Запад,мальбек 100%,2019 г.,1 790

Chianti Classico Riserva Berardenga,Италия,красное,сухое,0.75 л.,Felsina,Тоскана,санджовезе 100%,2017 г.,7 570

Auxey-Duresses Blanc,Франция,белое,сухое,1.5 л.,Domaine Agnes Paquet,Бургундия,шардоне 100%,2019 г.,17 490

Muscadet ,Франция,белое,сухое,0.75 л.,Domaine de Belle Vue,Долина Луары,мюскаде (мелон де бургонь) 100%,2020 г.,4 490

Kaseler Riesling Trocken,Германия,белое,полусухое,0.75 л.,Reichsgraf von Kesselstatt,Мозель,рислинг 100%,2019 г.,4 290

Амфитрион Каберне  Cовиньон/Мерло,Россия,красное,сухое,0.75 л.,Лефкадия,Кубань,каберне совиньон&мерло,2019 г.,590

La Dame de Montrose,Франция,красное,сухое,1.5 л.,Chateau Montrose,Бордо,мерло 68%&каберне совиньон 32%,2007 г.,22 490

La Dame de Montrose,Франция,красное,сухое,1.5 л.,Chateau Montrose,Бордо,мерло 76%&каберне совиньон 24%,2012 г.,21 190

Savigny-les-Beaune 1er Cru aux Vergelesses,Франция,белое,сухое,0.75 л.,Simon Bize & Fils,Бургундия,шардоне 100%,2014 г.,17 490

Barolo Vignarionda,Италия,красное,сухое,0.75 л.,Ettore Germano,Пьемонт,неббиоло 100%,2017 г.,39 990

L’Hermitage Farconnet ,Франция,красное,сухое,0.75 л.,Jean-Louis Chave,Долина Роны,сира 100%,2017 г.,12 490

Chateau Beychevelle,Франция,красное,сухое,1.5 л.,Chateau Beychevelle,Бордо,каберне совиньон 47%&мерло 47%&каберне фран 4%&пти вердо 2%,2011 г.,69 990

Sauvignon,Франция,белое,сухое,0.75 л.,Rigal,Юго-Запад,совиньон блан 100%,2019 г.,1 490

Sauvignon,Франция,белое,сухое,0.75 л.,Rigal,Юго-Запад,совиньон блан 100%,2021 г.,1 490

Penfolds Bin 8 Cabernet Shiraz,Австралия,красное,сухое,0.75 л.,Penfolds,Южная Австралия,каберне совиньон&шираз,2019 г.,6 990

Chryseia,Португалия,красное,сухое,0.75 л.,Prats & Symington,Дору,турига франка 55%&турига насьональ 45%,2018 г.,13 510

Gravelly Meadow,Соединенные Штаты Америки,красное,сухое,0.75 л.,Diamond Creek,Калифорния,каберне совиньон 100%,2015 г.,69 990

Corton Grand Cru Chaumes,Франция,красное,сухое,0.75 л.,Armand Heitz,Бургундия,пино нуар 100%,2020 г.,52 490

Chardonnay Block 6,Новая Зеландия,белое,сухое,0.75 л.,Felton Road,Центральное Отаго,шардоне 100%,2019 г.,12 990

Chardonnay Block 6,Новая Зеландия,белое,сухое,0.75 л.,Felton Road,Центральное Отаго,шардоне 100%,2020 г.,12 990

Carmenero,Италия,красное,сухое,0.75 л.,Ca'Del Bosco,Ломбардия,карменер 100%,2016 г.,11 190

Alzero,Италия,красное,полусухое,0.75 л.,Giuseppe Quintarelli,Венето,каберне совиньон 40%&каберне фран 40%&мерло 20%,2005 г.,94 990

Alzero,Италия,красное,полусухое,0.75 л.,Giuseppe Quintarelli,Венето,каберне совиньон 40%&каберне фран 40%&мерло 20%,2013 г.,89 990

Belouve Rose,Франция,розовое,сухое,0.375 л.,Domaines Bunan,Прованс,каберне совиньон&сенсо&гренаш&сира,2019 г.,2 490

Costa d'Amalfi Rosato,Италия,розовое,сухое,0.75 л.,Marisa Cuomo,Кампания,альянико 50%&пьедироссо 50%,2017 г.,5 190

Piedirosso,Италия,красное,сухое,0.75 л.,Farro,Кампания,пьедироссо 100%,2017 г.,2 490

Piedirosso,Италия,красное,сухое,0.75 л.,Farro,Кампания,пьедироссо 100%,2020 г.,2 490

Barolo Ginestra Casa Mate в подарочной упаковке,Италия,красное,сухое,1.5 л.,Elio Grasso,Пьемонт,неббиоло 100%,2011 г.,59 990

Riesling Spatlese Scharzhofberger Grosse Lage,Германия,белое,сладкое,0.75 л.,Reichsgraf von Kesselstatt,Мозель,рислинг 100%,2017 г.,6 490

,Франция,белое,полусухое,1.5 л.,Chateau d'Yquem,Бордо,совиньон блан&семильон,2019 г.,78 650

Romio Pinot Grigio,Италия,белое,полусухое,0.75 л.,Caviro,Фриули-Венеция-Джулия,пино гриджио 100%,2020 г.,1 240

Romio Pinot Grigio,Италия,белое,полусухое,0.75 л.,Caviro,Фриули-Венеция-Джулия,пино гриджио 100%,2021 г.,1 240

Romio Pinot Grigio,Италия,белое,полусухое,0.75 л.,Caviro,Фриули-Венеция-Джулия,пино гриджио 100%,2019 г.,1 240

Langhe Chardonnay Bussiador,Италия,белое,сухое,0.75 л.,Aldo Conterno,Пьемонт,шардоне 100%,2015 г.,14 990

Pommard La Lavriere Tres Vieilles Vignes ,Франция,красное,сухое,0.75 л.,Domaine Dugat-Py,Бургундия,пино нуар 100%,2019 г.,42 490

Granite Chenin Blanc,Южная Африка,белое,сухое,0.75 л.,Mullineux & Leeu,Свортленд,шенен блан 100%,2020 г.,12 490

Terres (Saumur),Франция,белое,сухое,0.75 л.,Thierry Germain,Долина Луары,шенен блан 100%,2019 г.,15 490

Terres (Saumur),Франция,белое,сухое,0.75 л.,Thierry Germain,Долина Луары,шенен блан 100%,2016 г.,15 490

Ed Knows Cabernet Sauvignon,Республика Молдова,красное,сухое,0.75 л.,Bostavan,Valul lui Traian,каберне совиньон 100%,2020 г.,690

Domaine Romaneaux-Destezet,Франция,белое,сухое,0.75 л.,Herve Souhaut,Долина Роны,вионье 70%&руссан 30%,2020 г.,6 690

Domaine Romaneaux-Destezet,Франция,белое,сухое,0.75 л.,Herve Souhaut,Долина Роны,вионье 70%&руссан 30%,2019 г.,6 690

Morey-Saint-Denis,Франция,красное,сухое,0.75 л.,Domaine Meo-Camuzet,Бургундия,пино нуар 100%,2019 г.,18 490

Le P’tit Blanc du Tue-Boeuf,Франция,белое,сухое,0.75 л.,Le Clos du Tue-Boeuf,Долина Луары,совиньон блан&совиньон гри&шардоне,2019 г.,5 290

Estate Chardonnay,Соединенные Штаты Америки,белое,сухое,0.75 л.,Ridge Vineyards,Калифорния,шардоне 100%,2019 г.,15 490

Estate Chardonnay,Соединенные Штаты Америки,белое,сухое,0.75 л.,Ridge Vineyards,Калифорния,шардоне 100%,2018 г.,15 490

Volnay ,Франция,красное,сухое,0.75 л.,Domaine Yvon Clerget,Бургундия,пино нуар 100%,2019 г.,14 990

Bourgogne Hautes-Cotes de Nuits Clos Saint Philibert,Франция,белое,сухое,0.75 л.,Domaine Meo-Camuzet,Бургундия,шардоне 100%,2019 г.,11 490

Vosne-Romanee Premier Cru ,Франция,красное,сухое,1.5 л.,Domaine Jean Grivot,Бургундия,пино нуар 100%,2012 г.,164 990

Chassagne-Montrachet Premier Cru Les Macherelles,Франция,белое,сухое,0.75 л.,Domaine Hubert Lamy,Бургундия,шардоне 100%,2020 г.,34 990

Barolo Bussia Cicala,Италия,красное,сухое,0.75 л.,Aldo Conterno,Пьемонт,неббиоло 100%,2017 г.,32 490

Malbec,Франция,красное,полусухое,0.75 л.,Rigal,Юго-Запад,мальбек 100%,2019 г.,1 490

Le Haut de la Butte,Франция,красное,сухое,0.75 л.,Domaine de la Butte,Долина Луары,каберне фран 100%,2017 г.,7 290

Fux,Австрия,красное,сухое,0.75 л.,Anita & Hans Nittnaus,Бургенланд,цвайгельт 100%,2016 г.,2 490

Fux,Австрия,красное,сухое,0.75 л.,Anita & Hans Nittnaus,Бургенланд,цвайгельт 100%,2017 г.,2 490

Barbaresco Rabaja,Италия,красное,сухое,0.75 л.,Bruno Giacosa,Пьемонт,неббиоло 100%,2017 г.,54 990

Ancherona,Италия,белое,сухое,0.75 л.,San Felice,Тоскана,шардоне 100%,2019 г.,3 490

Brunello di Montalcino Vigneti del Versante,Италия,красное,сухое,0.75 л.,Pian dell'Orino,Тоскана,санджовезе 100%,2016 г.,29 990

Chateau Soutard,Франция,красное,сухое,1.5 л.,Chateau Soutard,Бордо,мерло 70%&каберне фран 30%,2007 г.,16 990

Loco Cimbali Merlot,Россия,красное,сухое,0.75 л.,Loco Cimbali,Крым,мерло 100%,2018 г.,2 290

Barolo Monprivato,Италия,красное,сухое,1.5 л.,Giuseppe Mascarello,Пьемонт,неббиоло 100%,2008 г.,149 990

Flying Cat Cabernet Sauvignon,Чили,красное,сухое,1.5 л.,Agricola Requingua Limitada,Центральная Долина,каберне совиньон 100%,2017 г.,2 050

Mukuzani,Грузия,красное,сухое,0.75 л.,Metreveli,Кахетия,саперави 100%,2021 г.,1 140

Mukuzani,Грузия,красное,сухое,0.75 л.,Metreveli,Кахетия,саперави,2019 г.,1 140

Le P’tit Blanc du Tue-Boeuf,Франция,белое,полусухое,0.75 л.,Le Clos du Tue-Boeuf,Долина Луары,совиньон блан,2019 г.,4 990

Ed Knows Muscat,Республика Молдова,белое,полусладкое,0.75 л.,Bostavan,Codru,мускат 100%,2020 г.,690

Brunello di Montalcino,Италия,красное,сухое,0.75 л.,Banfi,Тоскана,санджовезе 100%,2017 г.,9 490

Derthona Costa del Vento,Италия,белое,полусухое,0.75 л.,Vigneti Massa,Пьемонт,тиморассо 100%,2015 г.,14 490

Derthona Costa del Vento,Италия,белое,сухое,0.75 л.,Vigneti Massa,Пьемонт,тиморассо 100%,2018 г.,13 990

Meursault Gruyaches,Франция,белое,сухое,0.75 л.,Armand Heitz,Бургундия,шардоне 100%,2020 г.,15 990

Condrieu,Франция,белое,сухое,0.75 л.,Chateau de la Gardine,Долина Роны,вионье 100%,2020 г.,9 990

Boggina A,Италия,красное,сухое,0.75 л.,Petrolo,Тоскана,санджовезе 100%,2018 г.,12 990

Saint-Aubin Premier Cru Les Murgers des Dents de Chien,Франция,белое,сухое,0.75 л.,Francois Carillon,Бургундия,шардоне 100%,2018 г.,16 490

Bin 85 Pinot Grigio,Австралия,белое,полусухое,0.75 л.,Lindeman's,Юго-Восточная Австралия,пино гриджио 100%,2020 г.,1 490

Bin 85 Pinot Grigio,Австралия,белое,полусухое,0.75 л.,Lindeman's,Юго-Восточная Австралия,пино гриджио 100%,2020 г.,1 490

Bin 85 Pinot Grigio,Австралия,белое,полусухое,0.75 л.,Lindeman's,Юго-Восточная Австралия,пино гриджио 100%,2021 г.,1 490

Nuits-Saint-Georges Premier Cru La Perriere,Франция,белое,сухое,0.75 л.,Domaine Henri Gouges,Бургундия,пино блан 100%,2018 г.,24 990

Saperavi,Грузия,красное,сухое,0.75 л.,Metreveli,Кахетия,саперави,2021 г.,940

Nuits-Saint-Georges Premier Cru Clos de l'Arlot Blanc,Франция,белое,сухое,0.75 л.,Domaine de l'Arlot,Бургундия,шардоне 100%,2018 г.,28 990

The Palm by Whispering Angel,Франция,розовое,сухое,0.75 л.,Chateau d'Esclans,Прованс,гренаш&сенсо&сира,2020 г.,4 130

Bin 45 Cabernet Sauvignon,Австралия,красное,полусухое,0.75 л.,Lindeman's,Юго-Восточная Австралия,каберне совиньон 100%,2019 г.,1 490

Bin 45 Cabernet Sauvignon,Австралия,красное,полусухое,0.75 л.,Lindeman's,Юго-Восточная Австралия,каберне совиньон 100%,2020 г.,1 490

Gevrey-Chambertin Vieilles Vignes,Франция,красное,сухое,1.5 л.,Domaine Sylvie Esmonin,Бургундия,пино нуар 100%,2021 г.,47 490

Valdecuriel Reserva,Испания,красное,сухое,0.75 л.,Bodegas Altogrande,Кастилия и Леон,темпранильо 100%,2013 г.,4 490

La Cle du Mystere,Франция,белое,сухое,0.75 л.,La Cle du Mystere,Бордо,совиньон блан&семильон,2019 г.,990

Bin 40 Merlot,Австралия,красное,полусухое,0.75 л.,Lindeman's,Юго-Восточная Австралия,мерло 100%,2019 г.,1 490

Nuits-Saint-Georges Premier Cru Clos de l'Arlot Rouge,Франция,красное,сухое,0.75 л.,Domaine de l'Arlot,Бургундия,пино нуар 100%,2018 г.,26 990

Bianco Secco,Италия,белое,сухое,1.5 л.,Giuseppe Quintarelli,Венето,шардоне&совиньон блан&гарганега&треббьяно,2019 г.,22 070

Bianco Secco,Италия,белое,сухое,1.5 л.,Giuseppe Quintarelli,Венето,шардоне&совиньон блан&гарганега&треббьяно,2021 г.,24 990

Rawson's Retreat Merlot,Австралия,красное,полусухое,0.75 л.,Rawson's Retreat,Юго-Восточная Австралия,мерло,2017 г.,1 990

Rawson's Retreat Merlot,Австралия,красное,полусухое,0.75 л.,Rawson's Retreat,Юго-Восточная Австралия,мерло,2019 г.,1 990

Segla,Франция,красное,сухое,1.5 л.,Chateau Rauzan-Segla,Бордо,каберне совиньон 50%&мерло 48%&каберне фран 2%,2007 г.,14 290

Cape Red,Южная Африка,красное,сухое,0.75 л.,Culemborg,Вестерн Кейп,каберне совиньон 45%&сенсо 45%&шираз 10%,2020 г.,1 190

Corton Charlemagne Grand Cru,Франция,белое,сухое,1.5 л.,Domaine Bruno Clair,Бургундия,шардоне 100%,2004 г.,94 990

Recioto della Valpolicella Classico,Италия,красное,сладкое,0.375 л.,Giuseppe Quintarelli,Венето,корвина веронезе 55%&рондинелла 30%&каберне совиньон&неббиоло&кроатина&санджовезе,2004 г.,36 490

Falanghina,Италия,белое,сухое,0.75 л.,Farro,Кампания,фалангина 100%,2020 г.,2 490

Mercurey Premier Cru Piece 15,Франция,белое,сухое,0.75 л.,Bruno Lorenzon,Бургундия,шардоне 100%,2019 г.,16 490

Gruner Veltliner Federspiel Loibner Frauenweingarten,Австрия,белое,сухое,0.75 л.,F.X. Pichler,Нижняя Австрия,грюнер вельтлинер 100%,2020 г.,5 490

Pinot Noir Block 3,Новая Зеландия,красное,сухое,1.5 л.,Felton Road,Центральное Отаго,пино нуар 100%,2020 г.,49 990

Амфитрион Лимитед Шардоне,Россия,белое,сухое,0.75 л.,Лефкадия,Кубань,шардоне,2019 г.,990

Macon Villages Champ Brule Vincent,Франция,белое,сухое,0.75 л.,Chateau Fuisse,Бургундия,шардоне 100%,2017 г.,3 490

Macon Villages Champ Brule Vincent,Франция,белое,сухое,0.75 л.,Chateau Fuisse,Бургундия,шардоне 100%,2020 г.,3 490

Meursault Rouge Premier Cru Les Cras,Франция,красное,сухое,0.75 л.,Domaine Vincent Latour,Бургундия,пино нуар 100%,2018 г.,17 490

Penfolds Bin 407 Cabernet Sauvignon,Австралия,красное,сухое,0.75 л.,Penfolds,Южная Австралия,каберне совиньон 100%,2018 г.,17 990

Penfolds Bin 407 Cabernet Sauvignon,Австралия,красное,сухое,0.75 л.,Penfolds,Южная Австралия,каберне совиньон 100%,2019 г.,17 990

Penfolds Bin 407 Cabernet Sauvignon,Австралия,красное,сухое,0.75 л.,Penfolds,Южная Австралия,каберне совиньон 100%,2016 г.,17 990

Chassagne-Montrachet Premier Cru Chenevottes,Франция,белое,сухое,0.75 л.,Armand Heitz,Бургундия,шардоне 100%,2019 г.,16 490

Rawson's Retreat Shiraz Cabernet,Австралия,красное,сухое,0.75 л.,Rawson's Retreat,Юго-Восточная Австралия,шираз&каберне совиньон,2019 г.,1 990

Malbec Rose,Франция,розовое,сухое,0.75 л.,Rigal,Юго-Запад,мальбек 100%,2020 г.,1 490

Chianti Classico Gran Selezione Vigneto Bellavista в подарочной упаковке,Италия,красное,сухое,0.75 л.,Castello di Ama,Тоскана,санджовезе 80%&мальвазия нера,2011 г.,79 990

Chianti Classico Gran Selezione Vigneto Bellavista,Италия,красное,сухое,0.75 л.,Castello di Ama,Тоскана,санджовезе 80%&мальвазия нера,2016 г.,67 490

Corton-Charlemagne Grand Cru,Франция,белое,сухое,0.375 л.,Domaine Bonneau du Martray,Бургундия,шардоне 100%,2019 г.,39 990

La Souteronne,Франция,красное,сухое,0.75 л.,Herve Souhaut,Долина Роны,гаме 100%,2019 г.,6 690

Furore Rosso Riserva,Италия,красное,сухое,0.75 л.,Marisa Cuomo,Кампания,альянико 50%&пьедироссо 50%,2016 г.,10 490

Campill,Италия,красное,сухое,0.75 л.,Pranzegg,Трентино-Альто Адидже,скьява 100%,2015 г.,8 790

Ambonnay Rouge Cuvee des Grands Cotes Vieilles Vignes,Франция,красное,сухое,0.75 л.,Egly-Ouriet,Шампань,пино нуар 100%,2019 г.,54 990

Ambonnay Rouge Cuvee des Grands Cotes Vieilles Vignes,Франция,красное,сухое,0.75 л.,Egly-Ouriet,Шампань,пино нуар 100%,2017 г.,54 990

Vin Rouge,Франция,красное,сухое,0.75 л.,Le Clos du Tue-Boeuf,Долина Луары,гаме 100%,2019 г.,4 140

Dolce&Gabbana Cuordilava в подарочной упаковке,Италия,красное,сухое,0.75 л.,Donnafugata,Сицилия,нерелло маскалезе 100%,2017 г.,16 990

Dolce&Gabbana Cuordilava в подарочной упаковке,Италия,красное,сухое,0.75 л.,Donnafugata,Сицилия,нерелло маскалезе 100%,2018 г.,16 990

Penfolds Bin 311 Chardonnay,Австралия,белое,сухое,0.75 л.,Penfolds,Юго-Восточная Австралия,шардоне 100%,2018 г.,7 990

Hacienda Monasterio,Испания,красное,сухое,0.75 л.,Bodegas Monasterio,Кастилия и Леон,тинто фино&каберне совиньон&мерло,2019 г.,9 290

Hacienda Monasterio,Испания,красное,сухое,0.75 л.,Bodegas Monasterio,Кастилия и Леон,тинто фино&каберне совиньон&мерло,2018 г.,9 290

Le G de Chateau Guiraud,Франция,белое,сухое,0.75 л.,Chateau Guiraud,Бордо,совиньон блан&семильон,2019 г.,3 990

Le G de Chateau Guiraud,Франция,белое,сухое,0.75 л.,Chateau Guiraud,Бордо,совиньон блан&семильон,2021 г.,4 390

Alazani Valley Mamiko,Грузия,красное,полусладкое,0.75 л.,Besini,Кахетия,саперави&каберне совиньон&мерло,2020 г.,690

Rok Rosso,Италия,красное,сухое,0.75 л.,Pradio,Фриули-Венеция-Джулия,каберне совиньон&мерло,2018 г.,2 290

Chablis Premier Cru Montee de Tonnerre,Франция,белое,сухое,0.75 л.,Julien Brocard,Бургундия,шардоне 100%,2021 г.,11 490

The Flower and the Bee,Испания,белое,сухое,0.75 л.,Coto de Gomariz,Галисия,трейшадура 100%,2020 г.,3 990

The Flower and the Bee,Испания,белое,сухое,0.75 л.,Coto de Gomariz,Галисия,трейшадура 100%,2021 г.,3 990

The Flower and the Bee,Испания,белое,сухое,0.75 л.,Coto de Gomariz,Галисия,трейшадура 100%,2019 г.,3 990

Barbera d'Alba Superiore Santo Stefano di Perno,Италия,красное,сухое,0.75 л.,Giuseppe Mascarello,Пьемонт,барбера 100%,2017 г.,9 490

Larionov Pinot Noir,Соединенные Штаты Америки,красное,сухое,0.75 л.,Igor Larionov,Калифорния,пино нуар 100%,2019 г.,14 990

Corton Grand Cru Bressandes,Франция,красное,сухое,0.75 л.,Domaine Antonin Guyon,Бургундия,пино нуар 100%,2017 г.,32 490

Tus Classic White,Армения,белое,сухое,0.75 л.,TUS,Тавуш,лалвари 100%,2022 г.,2 290

Chateauneuf-du-Pape Telegramme,Франция,красное,сухое,0.75 л.,Vignobles Brunier,Долина Роны,гренаш&сира&мурведр&сенсо,2019 г.,10 490

Chateauneuf-du-Pape Telegramme,Франция,красное,сухое,0.75 л.,Vignobles Brunier,Долина Роны,гренаш&сира&мурведр&сенсо,2020 г.,10 490

Fugue de Nenin,Франция,красное,сухое,0.75 л.,Chateau Nenin,Бордо,мерло 92%&каберне фран 8%,2010 г.,8 690

