name,country,color,sugar,volume,manufacturer,region,grape,year,price
Fugue de Nenin,Франция,красное,сухое,0.75 л.,Chateau Nenin,Бордо,мерло 82%&каберне фран 18%,2012 г.,7 890

Fugue de Nenin,Франция,красное,сухое,0.75 л.,Chateau Nenin,Бордо,мерло 88%&каберне фран 12%,2019 г.,8 490

Cumaro в подарочной упаковке,Италия,красное,сухое,0.75 л.,Umani Ronchi,Марке,монтепульчано 100%,2018 г.,8 290

 Cumaro в подарочной упаковке,Италия,красное,сухое,0.75 л.,Umani Ronchi,Марке,монтепульчано 100%,2019 г.,8 290

Hilandar Rose ,Греция,розовое,сухое,0.75 л.,Hilandar,Македония,мерло 100%,2020 г.,4 490

Poggio Rosso Chianti Classico Gran Selezione,Италия,красное,сухое,0.75 л.,San Felice,Тоскана,санджовезе 100%,2016 г.,9 990

Kingpin,Испания,белое,полусухое,0.75 л.,Felix Solis,Кастилия Ла Манча,вердехо&совиньон блан&шардоне,,1 120

Nuits-Saint-Georges Premier Cru Clos des Forets Saint Georges,Франция,красное,сухое,0.75 л.,Domaine de l'Arlot,Бургундия,пино нуар 100%,2018 г.,26 990

Nuits-Saint-Georges Premier Cru Clos des Forets Saint Georges,Франция,красное,сухое,0.75 л.,Domaine de l'Arlot,Бургундия,пино нуар 100%,2017 г.,24 990

Ornellaia,Италия,красное,сухое,1.5 л.,Ornellaia,Тоскана,каберне совиньон 56%&мерло 27%&каберне фран 10%&пти вердо 7%,2012 г.,229 990

Chablis Grand Cru Bougros,Франция,белое,сухое,0.75 л.,Joseph Drouhin,Бургундия,шардоне 100%,2019 г.,27 490

Chablis Grand Cru Bougros,Франция,белое,сухое,0.75 л.,Joseph Drouhin,Бургундия,шардоне 100%,2020 г.,27 490

Chablis Grand Cru Vaudesir,Франция,белое,сухое,0.75 л.,Joseph Drouhin,Бургундия,шардоне 100%,2019 г.,26 490

Chablis Grand Cru Vaudesir,Франция,белое,сухое,0.75 л.,Joseph Drouhin,Бургундия,шардоне 100%,2020 г.,26 490

Volnay Clos de la Cave,Франция,красное,сухое,0.75 л.,Domaine Jean-Marc & Thomas Bouley,Бургундия,пино нуар 100%,2020 г.,21 490

Brunello di Montalcino,Италия,красное,сухое,0.75 л.,Le Potazzine,Тоскана,санджовезе 100%,2016 г.,22 490

Fixin,Франция,красное,сухое,0.75 л.,Domaine Pierre Gelin,Бургундия,пино нуар 100%,2018 г.,10 490

Valpolicella Ripasso,Италия,красное,полусухое,1.5 л.,Bertani,Венето,корвина веронезе 85%&мерло 10%&рондинелла 5%,2018 г.,7 290

Chateau Giscours,Франция,красное,сухое,0.375 л.,Chateau Giscours,Бордо,каберне совиньон 70%&мерло 20%&пти вердо 10%,2014 г.,9 990

Pernand-Vergelesses,Франция,красное,сухое,0.75 л.,Olivier Leflaive Freres,Бургундия,пино нуар 100%,2019 г.,12 490

Chablis Vieilles Vignes,Франция,белое,сухое,1.5 л.,Jean-Marc Brocard (Domaine Sainte-Claire),Бургундия,шардоне 100%,2020 г.,12 990

Chablis Vieilles Vignes,Франция,белое,сухое,1.5 л.,Jean-Marc Brocard (Domaine Sainte-Claire),Бургундия,шардоне 100%,2021 г.,12 990

Clos du Temple Rose в подарочной упаковке,Франция,розовое,сухое,0.75 л.,Gerard Bertrand,Лангедок-Руссильон,сира&гренаш&сенсо&вионье&мурведр,2021 г.,49 990

Jean-Pierre Moueix Pomerol,Франция,красное,сухое,0.75 л.,Jean-Pierre Moueix,Бордо,мерло&каберне фран,2019 г.,5 990

Jean-Pierre Moueix Pomerol,Франция,красное,сухое,0.75 л.,Jean-Pierre Moueix,Бордо,мерло&каберне фран,2018 г.,5 990

Jean-Pierre Moueix Pomerol,Франция,красное,сухое,0.75 л.,Jean-Pierre Moueix,Бордо,мерло&каберне фран,2015 г.,5 990

Jean-Pierre Moueix Pomerol,Франция,красное,сухое,0.75 л.,Jean-Pierre Moueix,Бордо,мерло&каберне фран,2016 г.,5 990

Riesling Trocken,Германия,белое,полусухое,0.75 л.,Clemens Busch,Мозель,рислинг 100%,2021 г.,4 290

Volta di Bertinga,Италия,красное,сухое,0.75 л.,Bertinga,Тоскана,мерло 100%,2016 г.,24 990

Mimmo,Италия,красное,сухое,0.75 л.,Le Piane,Пьемонт,неббиоло&весполина&кроатина,2017 г.,6 240

Mimmo,Италия,красное,сухое,0.75 л.,Le Piane,Пьемонт,неббиоло&весполина&кроатина,2018 г.,6 240

Chianti Classico Gran Selezione San Lorenzo,Италия,красное,сухое,0.75 л.,Castello di Ama,Тоскана,санджовезе&мерло&мальвазия нера,2018 г.,14 990

Chianti Classico Gran Selezione San Lorenzo,Италия,красное,сухое,0.75 л.,Castello di Ama,Тоскана,санджовезе 80%&мерло&мальвазия нера,2017 г.,14 990

	 Tenuta Frescobaldi di Castiglioni в подарочной упаковке,Италия,красное,полусухое,1.5 л.,Frescobaldi,Тоскана,каберне совиньон&мерло&каберне фран&санджовезе,2021 г.,9 990

Tenuta Frescobaldi di Castiglioni в подарочной упаковке,Италия,красное,полусухое,1.5 л.,Frescobaldi,Тоскана,каберне совиньон&мерло&каберне фран&санджовезе,2020 г.,9 990

Solandia Grillo-Chardonnay,Италия,белое,сухое,0.75 л.,GIV,Сицилия,грилло&шардоне,2022 г.,1 390

Puligny-Montrachet Premier Cru Les Pucelles,Франция,белое,сухое,0.75 л.,Domaine Paul Pernot & Fils,Бургундия,шардоне 100%,2019 г.,34 990

Jean-Pierre Moueix Saint-Emilion,Франция,красное,сухое,0.75 л.,Jean-Pierre Moueix,Бордо,мерло 85%&каберне фран 15%,2018 г.,3 990

Cotes-du-Rhone Mon Coeur,Франция,красное,сухое,1.5 л.,Jean-Louis Chave,Долина Роны,сира&гренаш,2019 г.,8 290

Rheingau Riesling Trocken в подарочной упаковке,Германия,белое,полусухое,0.75 л.,Robert Weil,Рейнгау,рислинг 100%,2020 г.,5 990

Rheingau Riesling Trocken в подарочной упаковке,Германия,белое,полусухое,0.75 л.,Robert Weil,Рейнгау,рислинг 100%,2021 г.,5 990

Ginestet Bordeaux Rouge,Франция,красное,сухое,0.75 л.,Maison Ginestet,Бордо,мерло&каберне совиньон&каберне фран,2020 г.,1 590

Togliano Merlot Volpe Pasini,Италия,красное,сухое,0.75 л.,Volpe Pasini,Фриули-Венеция-Джулия,мерло 100%,2016 г.,4 490

Togliano Merlot Volpe Pasini,Италия,красное,сухое,0.75 л.,Volpe Pasini,Фриули-Венеция-Джулия,мерло 100%,2014 г.,4 490

Chateau Citran,Франция,красное,сухое,0.75 л.,Chateau Citran,Бордо,каберне совиньон 51%&мерло 43%&каберне фран 6%,2015 г.,4 990

Chateau Citran,Франция,красное,сухое,0.75 л.,Chateau Citran,Бордо,каберне совиньон 51%&мерло 43%&каберне фран 6%,2014 г.,4 790

Gevrey-Chambertin La Justice,Франция,красное,сухое,0.375 л.,Domaine Antonin Guyon,Бургундия,пино нуар 100%,2019 г.,10 490

Kindzmarauli Shildis Mtebi,Грузия,красное,полусладкое,0.75 л.,Shildis Mtebi,Кахетия,саперави 100%,2021 г.,1 140

Kindzmarauli Shildis Mtebi,Грузия,красное,полусладкое,0.75 л.,Shildis Mtebi,Кахетия,саперави 100%,2022 г.,1 140

Amplitude,Франция,белое,сухое,0.75 л.,Domaine Tariquet,Юго-Запад,гро мансан 100%,2018 г.,3 390

Amplitude,Франция,белое,сухое,0.75 л.,Domaine Tariquet,Юго-Запад,гро мансан 100%,2021 г.,3 390

Amplitude,Франция,белое,сухое,0.75 л.,Domaine Tariquet,Юго-Запад,гро мансан 100%,2020 г.,3 390

Nuits-Saint-Georges Premier Cru Les Saint Georges,Франция,красное,сухое,0.75 л.,Domaine Henri Gouges,Бургундия,пино нуар 100%,2018 г.,42 490

Chateau Suduiraut Premier Cru Classe (Sauternes),Франция,белое,сладкое,0.375 л.,Chateau Suduiraut,Бордо,семильон 93%&совиньон блан 7%,2011 г.,6 690

Каберне Совиньон Семейный Pезерв в подарочной упаковке,Россия,красное,сухое,0.75 л.,Сикоры,Кубань,каберне совиньон 100%,2015 г.,3 990

Каберне Совиньон Семейный Pезерв в подарочной упаковке,Россия,красное,сухое,0.75 л.,Сикоры,Кубань,каберне совиньон 100%,2016 г.,3 990

La Scolca d'Antan в подарочной упаковке,Италия,белое,сухое,0.75 л.,La Scolca,Пьемонт,кортезе 100%,2007 г.,14 490

La Scolca d'Antan в подарочной упаковке,Италия,белое,сухое,0.75 л.,La Scolca,Пьемонт,кортезе 100%,2008 г.,14 490

Frascati,Италия,белое,полусухое,0.75 л.,San Marco,Лацио,треббьяно тоскано&мальвазия&бомбино бьянко,2021 г.,1 390

Finca el Encinal Roble,Испания,красное,сухое,0.75 л.,Bodegas Valparaiso,Кастилия и Леон,тинто фино 100%,2022 г.,2 290

Clos Mireille Blanc de Blancs,Франция,белое,сухое,0.75 л.,Domaines Ott*,Прованс,семильон&ролль,2020 г.,6 990

Clos Mireille Blanc de Blancs,Франция,белое,сухое,0.75 л.,Domaines Ott*,Прованс,семильон&ролль,2019 г.,6 990

Ed Knows Sauvignon Blanc,Республика Молдова,белое,сухое,0.75 л.,Bostavan,Codru,совиньон блан 100%,2021 г.,690

Chambolle-Musigny Clos du Village,Франция,красное,сухое,1.5 л.,Domaine Antonin Guyon,Бургундия,пино нуар 100%,2018 г.,49 990

Chambolle-Musigny Clos du Village,Франция,красное,сухое,1.5 л.,Domaine Antonin Guyon,Бургундия,пино нуар 100%,2019 г.,49 990

Chianti Classico Riserva,Италия,красное,сухое,0.75 л.,Conti Serristori,Тоскана,санджовезе,2013 г.,2 190

Chablis Grand Cru Les Clos,Франция,белое,сухое,0.75 л.,Jean-Marc Brocard (Domaine Sainte-Claire),Бургундия,шардоне 100%,2021 г.,21 990

V Sens,Франция,красное,сухое,0.75 л.,Domaine de Belle Vue,Долина Луары,мерло&каберне фран,,6 290

Savigny-les-Beaune 1er Cru les Fournaux  ,Франция,красное,сухое,0.75 л.,Simon Bize & Fils,Бургундия,пино нуар 100%,2012 г.,17 990

Alma X: пино блан, рислинг,Россия,белое,сухое,0.75 л.,Alma Valley,Крым,пино блан 75%&рислинг 25%,2021 г.,1 120

Giramonte,Италия,красное,сухое,0.75 л.,Frescobaldi,Тоскана,мерло&санджовезе,2020 г.,32 490

Giramonte,Италия,красное,полусухое,0.75 л.,Frescobaldi,Тоскана,мерло&санджовезе,2018 г.,32 490

Valpolicella Classico Superiore Ripasso La Casetta,Италия,красное,полусухое,1.5 л.,Domini Veneti,Венето,корвина веронезе&корвиноне&рондинелла,2019 г.,11 990

Chateau Chantalouette,Франция,красное,сухое,0.75 л.,Chateau de Sales,Бордо,мерло&каберне фран&каберне совиньон,2014 г.,8 990

Chateau Chantalouette,Франция,красное,сухое,0.75 л.,Chateau de Sales,Бордо,мерло&каберне фран&каберне совиньон,2015 г.,8 990

Campirosa,Италия,розовое,сухое,0.75 л.,Dino Illuminati,Абруццо,монтепульчано 100%,2021 г.,1 990
